id,Date,Phase,t=-30,t=-20,t=-10,t=0,t=10,t=20,t=30,t=40,t=50,t=60,t=70,t=80,t=90,t=100,t=110,t=120,t=130,t=140,t=150,t=160,t=170,t=180,t=190
95,4/19/12,G1,42.50,64.72,74.64,83.25,97.89,137.81,187.23,247.03,313.98,359.04,396.66,423.70,445.46,448.46,461.25,492.41,513.16,536.69,562.52,548.62,580.56,586.91,556.12
96,4/19/12,G1,64.85,80.42,85.93,90.16,109.14,150.26,216.64,291.52,374.95,452.84,493.80,524.21,240.60,212.69,251.95,261.86,272.46,209.57,173.90,172.60,170.30,148.95,150.83
97,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.82,147.85,184.01,218.15,259.75,296.54,323.00,355.94,376.52,383.24,411.92,408.68,408.66
98,4/19/12,S,53.94,58.84,61.45,62.70,65.14,73.36,70.52,69.96,75.92,98.45,107.64,122.92,154.52,192.73,228.06,257.75,281.94,301.13,323.41,331.70,343.12,357.94,365.88
99,4/19/12,S,52.99,62.83,77.93,78.19,81.03,91.19,107.32,138.79,166.53,210.83,245.90,285.52,339.13,389.32,407.87,434.68,433.48,467.49,465.63,438.69,442.15,443.67,438.60
100,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.11,247.73,292.77,346.19,382.49,447.17,458.15,470.11,292.66,501.39,500.90,490.30,511.58,518.29,539.73
101,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,97.46,135.71,177.18,238.41,270.48,298.34,319.34,353.15,383.24,401.18,429.21,450.41,463.31,469.93,509.33,502.78,500.22
102,4/19/12,S,61.00,57.36,58.16,55.08,59.43,79.67,112.60,155.50,205.62,276.50,316.26,352.85,376.52,372.86,434.92,430.14,413.98,407.04,404.42,397.23,423.64,426.64,420.63
103,4/19/12,S,51.27,58.46,72.83,72.25,73.93,76.47,73.78,86.98,112.58,145.24,153.76,178.47,204.33,264.94,305.54,340.76,373.71,410.26,434.12,438.93,467.88,476.16,459.69
104,4/19/12,S,NaN,NaN,NaN,NaN,NaN,76.53,100.90,148.86,210.77,284.66,311.94,313.34,336.08,381.68,419.75,445.08,464.36,501.49,506.86,497.53,527.36,505.74,508.02
105,4/19/12,S,56.72,62.99,73.17,81.82,79.32,80.46,92.11,106.15,129.07,163.02,212.81,281.48,327.32,366.29,392.76,416.48,423.49,472.48,470.77,468.05,459.09,468.28,470.81
106,4/19/12,S,67.50,77.83,91.29,91.93,84.90,92.27,101.94,133.82,188.66,238.47,292.53,353.15,387.68,435.19,475.88,500.78,505.52,518.57,552.31,574.03,604.39,626.43,608.38
107,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.89,170.52,234.59,281.28,329.04,366.54,410.98,456.44,461.02,457.10,385.53,436.68,436.09,445.10,461.13,449.13
108,4/19/12,S,38.51,38.44,37.96,36.45,41.77,67.63,97.01,133.05,175.93,238.00,272.62,308.71,335.33,362.04,389.48,404.06,405.11,409.18,411.53,391.22,434.95,430.07,389.69
109,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187.79,224.77,265.51,320.67,340.92,328.85,337.03,152.86,358.64,184.85,150.66,137.66,144.80,128.75
110,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,194.13,233.06,276.35,335.08,356.12,386.47,405.34,379.43,402.91,344.44,425.70,416.63,400.91
111,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.26,126.67,161.26,177.05,222.31,270.99,317.30,343.53,359.18,389.52,433.21,407.51,413.53,219.28,213.18
112,4/19/12,S,38.46,43.73,55.54,59.13,53.78,59.45,61.35,74.00,99.25,128.85,158.29,187.94,235.73,286.19,321.43,362.21,391.17,437.61,465.36,465.94,505.77,512.50,494.47
113,4/19/12,S,65.56,73.48,86.70,88.45,90.05,93.20,91.19,102.18,107.72,140.79,190.56,238.78,292.45,326.38,381.66,431.85,453.08,393.85,493.45,504.92,505.18,549.25,509.90
114,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.29,357.94,413.13,446.18,470.82,486.63,461.03,488.78,497.52,515.94,522.16
115,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,351.91,404.12,446.05,462.23,455.87,481.95,517.12,556.23,581.23,346.71
116,4/19/12,S,41.74,47.81,58.74,69.83,71.57,75.89,84.84,98.44,113.40,138.66,195.12,243.34,301.17,367.36,433.70,482.74,518.68,531.29,216.71,229.59,219.11,221.44,200.19
117,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225.14,243.89,248.23,268.69,258.08,275.64,285.91,283.53,288.92,298.88,299.22
118,4/19/12,S,18.95,18.89,21.82,21.02,23.15,33.12,43.69,54.87,72.44,99.30,129.68,171.20,226.31,253.70,279.86,308.85,317.32,304.96,315.16,329.80,338.92,360.55,367.43
119,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,323.68,336.07,350.66,396.08,417.77,400.33,411.62,442.11,405.01,446.79
120,4/19/12,S,34.92,40.86,48.14,39.34,45.79,42.98,56.65,70.41,94.36,131.52,174.58,203.78,254.11,296.05,322.58,344.13,338.55,389.07,380.83,386.77,380.31,363.46,374.75
121,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340.24,360.51,382.87,429.46,456.86,479.34,493.58,515.15,496.68,489.68
122,4/19/12,S,32.12,39.69,51.08,51.50,53.47,54.30,68.63,86.04,107.71,132.06,176.53,219.60,272.91,297.93,334.59,388.58,435.49,455.74,479.08,483.05,476.77,496.99,476.54
123,4/19/12,S,45.13,52.13,72.78,78.94,90.02,109.42,119.56,145.74,162.56,187.06,222.33,247.18,286.71,346.37,414.80,451.71,502.08,525.10,554.18,565.15,592.52,602.42,610.39
124,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,402.90,465.90,452.32,467.92,453.82,507.64,515.72,541.37,491.34,512.31,532.06
125,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,354.56,404.68,416.98,446.57,478.31,513.19,589.14,571.28,505.20,511.20,531.45
126,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400.35,403.56,460.74,483.15,299.40,511.50,564.88,539.92,533.88,539.31,588.65,598.83
127,4/19/12,S,45.06,50.64,53.58,52.56,55.28,69.02,75.73,95.71,117.57,140.65,177.60,217.46,253.24,318.28,352.56,383.72,467.79,545.19,545.60,572.70,587.00,593.67,611.91
128,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.29,284.47,320.07,330.81,355.74,416.27,442.79,465.53,457.23,488.17,492.29
129,4/19/12,S,40.16,44.36,44.67,42.37,47.60,75.88,110.51,141.17,188.75,238.47,296.56,366.19,407.24,454.83,456.04,473.82,465.35,492.19,365.12,535.79,185.34,202.39,198.75
130,4/19/12,S,38.83,46.36,51.63,49.13,50.05,58.97,73.51,87.87,119.32,168.17,223.55,295.33,359.68,426.10,450.16,471.50,501.72,557.26,580.62,625.16,261.74,217.16,196.27
131,4/19/12,S,50.49,52.09,48.92,44.60,50.57,73.89,99.88,137.68,195.93,269.52,316.05,374.97,438.76,480.05,505.31,454.27,461.74,499.44,499.00,468.10,475.81,475.51,468.47
132,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225.26,292.23,329.33,404.62,417.30,437.41,427.84,504.44,546.39,523.55,502.03,531.41,538.98
133,4/19/12,S,57.25,59.38,58.32,56.62,61.47,78.67,98.53,125.53,166.03,193.80,231.34,300.64,365.05,433.75,451.65,488.34,488.00,519.18,545.15,525.84,514.02,554.76,572.31
134,4/19/12,S,46.67,55.74,63.96,72.10,77.90,83.84,86.27,95.56,111.78,141.33,174.80,182.75,216.83,263.33,339.72,383.50,423.28,452.11,500.12,530.35,574.54,588.37,585.97
135,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.75,297.46,361.51,400.15,451.66,485.68,494.08,515.41,516.08,561.35,568.72,577.10
136,4/19/12,S,57.14,68.21,69.59,70.16,65.57,72.75,81.59,109.71,145.41,190.59,256.51,311.00,370.88,424.41,459.21,478.60,478.74,506.44,527.80,534.65,529.82,515.58,474.31
137,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.44,256.23,314.66,367.02,417.48,463.60,477.71,490.87,505.47,519.72,541.13,548.89,358.57
138,4/19/12,S,43.45,49.31,48.08,54.40,66.50,83.96,81.94,76.02,85.81,96.79,113.39,128.04,170.79,202.82,248.50,269.39,252.73,292.23,290.93,318.13,344.53,351.30,344.75
139,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.92,187.91,207.97,226.24,262.29,269.49,307.90,318.16,335.88,353.99,368.54,340.84
140,4/19/12,S,49.75,59.16,66.71,78.47,85.26,86.12,90.46,91.47,114.36,145.42,178.58,225.19,283.67,346.85,405.42,470.40,503.01,548.30,584.86,603.96,628.73,656.07,608.15
141,4/19/12,S,37.46,42.17,44.58,46.44,67.00,94.51,112.75,127.86,114.40,143.08,143.25,137.95,167.15,185.07,220.53,266.60,309.76,364.45,415.68,449.03,489.92,496.86,506.15
142,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.63,145.16,175.66,207.08,248.13,289.46,334.56,370.22,414.35,442.09,471.57,507.92,536.65,513.95
143,4/19/12,S,54.75,65.17,71.89,76.73,73.34,70.69,74.48,83.30,102.06,128.26,151.97,176.79,229.91,270.09,328.27,387.97,424.10,468.21,514.26,529.52,552.36,571.21,485.93
144,4/19/12,S,54.25,59.44,61.81,55.06,57.75,68.99,84.93,99.72,111.61,130.70,143.66,167.70,240.19,280.53,342.23,378.03,401.55,430.00,475.33,487.19,532.85,555.59,544.78
145,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.39,115.56,153.10,183.63,210.96,274.45,310.20,342.86,374.94,397.07,415.74,428.71,423.38,444.73,460.49,438.66
146,4/19/12,S,37.62,43.70,44.58,38.63,40.74,42.50,51.30,57.13,72.88,96.51,120.64,144.07,194.55,229.60,260.36,272.58,283.07,302.80,309.49,307.82,316.42,330.76,316.91
147,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.68,81.92,112.51,128.15,165.37,207.48,222.38,233.52,239.26,256.16,256.50,260.88,248.09,259.77,272.45,256.45
148,4/19/12,S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.52,207.51,265.72,321.33,363.46,413.76,425.40,461.18,472.77,508.47,528.87,563.79,574.53,603.34,626.82,584.32
149,4/19/12,S,76.91,89.27,91.92,90.12,93.79,107.82,123.96,145.00,188.90,254.90,320.27,367.05,434.30,466.00,503.46,349.52,563.60,587.93,600.37,605.33,612.68,633.34,623.07
150,4/19/12,S,31.45,38.77,38.42,40.32,41.76,53.30,68.09,93.09,99.21,118.37,138.09,165.31,211.68,251.43,314.72,365.22,390.29,408.57,440.25,448.39,468.67,506.77,491.06
151,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230.15,289.22,316.47,352.29,358.41,376.00,397.75,413.30,416.16,464.53,426.76,418.56,431.49,426.26,422.66
152,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,95.40,141.84,204.27,261.95,283.30,302.61,317.84,334.57,363.67,361.76,374.75,395.04,407.75,409.52,421.43,416.62,407.47
153,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,139.11,207.48,263.20,347.19,379.84,409.65,423.96,448.25,470.26,466.99,445.36,446.90,459.47,466.25,500.67,506.82,494.85
154,4/19/12,G2/M,44.51,47.46,52.80,51.48,52.60,68.74,106.99,160.41,218.37,276.67,298.64,325.89,331.46,320.55,316.37,305.50,293.85,289.32,282.79,299.49,314.04,308.59,294.07
155,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262.37,330.12,378.21,422.07,448.96,489.91,506.06,519.78,496.72,542.47,545.78,548.07,545.90,542.18,503.00
156,4/19/12,G2/M,41.41,35.75,42.27,47.22,58.18,93.63,142.78,217.01,286.94,369.55,417.57,444.06,454.18,474.49,489.69,513.35,531.50,535.22,541.05,539.68,541.27,528.96,504.45
157,4/19/12,G2/M,53.48,53.99,60.21,59.77,64.34,81.90,112.20,166.06,216.14,273.79,330.44,372.13,433.53,462.07,523.76,545.78,590.70,596.26,612.32,654.29,653.85,677.11,676.23
158,4/19/12,G2/M,28.70,34.67,43.78,46.38,57.74,105.43,180.74,254.27,326.85,372.85,402.79,411.80,441.18,454.39,474.29,474.67,461.19,451.89,432.63,430.29,403.95,387.34,376.46
159,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,132.32,189.31,247.39,300.62,332.35,354.66,385.06,394.59,415.30,411.35,397.75,382.69,386.43,385.43,386.25,412.38,424.81
160,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,111.06,153.20,186.74,233.90,296.93,339.84,390.94,402.31,440.85,438.33,442.96,438.77,452.73,243.71,538.37,518.94,506.85
161,4/19/12,G2/M,89.65,94.91,99.81,92.78,91.65,106.06,125.55,154.56,198.27,238.21,268.11,291.34,311.60,321.97,344.34,226.92,384.83,367.38,382.33,392.90,427.18,452.21,444.56
162,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,102.74,149.61,197.93,253.06,301.29,326.05,376.37,381.68,396.03,432.18,436.30,445.06,468.20,472.47,498.84,531.23,537.55
163,4/19/12,G2/M,46.49,48.22,51.55,53.43,59.21,81.80,115.97,149.10,207.42,239.61,302.62,350.48,390.59,420.81,456.03,498.69,500.35,495.02,502.97,526.69,552.06,582.09,601.73
164,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,112.97,140.07,166.62,214.26,255.26,277.44,301.76,314.08,348.76,368.19,386.82,395.08,419.97,441.37,449.38,487.80,484.69
165,4/19/12,G2/M,41.21,40.76,41.47,45.79,52.00,76.54,114.28,175.44,238.70,289.85,327.65,357.61,399.76,396.89,435.57,411.35,432.96,435.06,418.58,434.58,430.17,448.82,461.09
166,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,194.14,213.23,236.75,246.57,264.87,266.87,306.83,331.98,345.72,352.95,368.63,377.30,381.41
167,4/19/12,G2/M,41.79,38.46,40.06,36.96,48.39,61.84,78.41,105.49,134.02,167.04,202.43,240.77,274.83,283.69,296.95,307.61,347.67,372.52,393.05,426.13,442.22,437.85,444.10
168,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,243.46,286.67,306.05,327.30,330.88,263.98,344.62,378.23,372.40,353.94,382.61,422.72,447.21,464.93
169,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,278.22,306.01,344.75,367.44,396.77,405.47,473.48,466.71,489.98,549.03,583.79,565.26,552.18
170,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,338.30,361.75,370.52,379.12,383.21,402.18,394.12,391.04,394.49,403.31,394.05,388.60
171,4/19/12,G2/M,27.73,30.68,40.32,47.07,57.12,82.27,120.88,168.98,232.13,283.41,373.96,425.74,458.06,486.71,514.06,520.64,557.57,560.88,567.12,595.66,615.89,611.20,592.76
172,4/19/12,G2/M,43.02,41.44,45.08,42.02,53.68,73.29,109.77,155.74,201.88,245.30,284.92,322.31,352.81,389.46,418.15,443.86,496.90,509.96,405.03,527.94,539.72,524.82,484.82
173,4/19/12,G2/M,29.39,39.76,54.46,62.35,74.98,104.00,146.46,207.86,244.86,292.70,331.07,349.99,372.06,396.02,423.93,418.38,462.79,481.93,501.14,509.15,525.90,525.04,518.94
174,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160.06,206.78,242.65,287.71,306.08,344.16,336.02,346.24,334.16,377.87,406.49,423.11,377.66,412.48,426.61
175,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,168.00,223.90,272.77,292.22,336.30,354.41,387.86,385.32,397.78,391.22,439.26,465.88,309.96,475.80,475.38,463.72
176,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161.76,210.55,269.19,335.59,378.38,428.75,443.44,455.49,454.80,494.49,499.60,500.66,505.17,543.71,549.91
177,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,285.00,326.17,367.63,420.98,452.56,494.89,478.03,472.29,448.83,482.80,486.59,483.59,498.92,560.12,611.46
178,4/19/12,G2/M,52.64,48.68,51.13,44.65,48.16,70.76,101.25,138.35,199.35,253.23,318.31,375.53,438.44,503.27,526.06,555.86,564.77,608.23,627.17,604.76,591.88,629.18,651.36
179,4/19/12,G2/M,49.55,48.03,49.57,44.78,57.85,100.94,146.42,211.61,281.47,357.82,414.43,468.84,508.90,540.88,544.06,552.70,531.12,570.18,586.93,574.90,550.94,548.34,530.39
180,4/19/12,G2/M,42.47,53.29,61.49,58.20,74.22,133.12,192.36,255.75,358.21,421.22,442.73,465.86,484.78,507.51,479.07,490.79,498.01,566.90,573.16,552.52,519.30,528.90,494.31
181,4/19/12,G2/M,38.76,39.34,42.64,45.57,53.75,84.54,135.06,201.66,272.42,327.54,363.21,396.91,409.64,434.32,397.06,407.50,391.63,417.86,446.29,430.17,439.15,460.43,455.53
182,4/19/12,G2/M,42.08,40.26,43.76,40.17,43.17,62.32,89.62,115.09,163.34,207.46,237.38,288.81,318.28,358.47,363.13,392.63,388.97,447.67,494.83,507.28,163.54,157.70,155.72
183,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.43,308.89,344.22,378.16,394.28,435.99,441.72,462.88,475.83,582.18,548.52,546.74,511.48,535.86,356.94
184,4/19/12,G2/M,47.18,49.38,50.08,48.20,58.10,91.13,134.04,189.63,253.93,309.23,350.55,392.38,431.36,438.89,387.21,392.50,373.25,426.28,479.71,481.52,436.97,437.40,473.05
185,4/19/12,G2/M,38.14,40.32,40.46,39.26,42.98,60.27,71.19,79.02,92.54,108.33,128.37,133.47,147.30,181.40,209.33,253.67,293.46,320.16,325.74,332.19,360.39,395.28,389.19
186,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,53.80,64.90,86.66,105.24,131.03,146.89,162.46,178.52,203.73,229.69,277.52,305.49,314.67,309.52,335.46,348.69,365.16,358.26
187,4/19/12,G2/M,40.29,40.50,41.94,43.47,42.72,66.08,85.75,114.92,156.42,194.29,239.85,266.76,297.63,341.79,347.17,373.84,377.44,391.96,403.49,408.27,427.95,402.46,397.56
188,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,71.37,96.04,130.96,170.77,236.94,281.59,322.34,335.00,379.65,386.76,405.18,411.19,430.80,434.94,455.83,482.88,468.28,462.71
189,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,110.50,138.38,188.15,249.94,284.62,358.43,397.71,390.24,374.33,381.16,419.51,382.36,415.82,410.55,273.70,416.54,410.00,387.19
190,4/19/12,G2/M,61.19,64.14,64.56,63.55,66.56,101.92,146.65,206.18,265.54,307.99,357.56,378.01,141.55,142.04,167.14,170.08,160.73,171.81,173.03,152.62,181.69,178.73,190.04
191,4/19/12,G2/M,60.61,63.54,63.39,65.06,72.51,107.20,130.70,172.03,228.44,284.46,354.28,397.02,475.95,501.12,521.54,516.01,543.08,560.12,588.34,584.73,619.39,631.78,610.83
192,4/19/12,G2/M,39.60,42.72,39.04,37.95,44.89,73.91,120.72,184.08,264.40,350.06,397.72,433.12,490.81,495.87,521.88,533.55,536.94,545.68,568.58,566.65,576.36,576.56,538.46
193,4/19/12,G2/M,NaN,NaN,NaN,NaN,NaN,NaN,101.80,147.49,205.85,281.55,310.74,329.53,363.10,364.05,392.19,454.60,431.30,477.40,472.30,486.41,502.93,506.33,479.53
194,4/19/12,G2/M,43.32,45.17,48.89,51.32,59.31,100.23,170.43,236.98,306.75,375.41,411.61,429.32,475.37,472.32,483.35,490.04,492.97,507.99,516.11,526.41,548.87,559.26,539.02